Talker,Noise,f0_median
AS6,Babble,270.68
AS6,Babble,257.36
AS6,Babble,267.22
AS6,Babble,259.94
AS6,Babble,276.87
AS6,Babble,297.68
AS6,Babble,286.77
AS6,Babble,256.08
AS6,Babble,272.95
AS6,Babble,287.67
AS6,Babble,262.92
AS6,Babble,259.05
AS6,Babble,261.96
AS6,Babble,257.92
AS6,Babble,258.23
AS6,Babble,269.22
AS6,Babble,246.33
AS6,Babble,284.59
AS6,Babble,253.22
AS6,Babble,257.18
AS6,Babble,280.54
AS6,Babble,259.96
AS6,Babble,276.64
AS6,Babble,280.6
AS6,Babble,271.71
AS6,Babble,256.17
AS6,Babble,265.24
AS6,Babble,248.16
AS6,Babble,259.92
AS6,Babble,266.5
AS6,Babble,275.34
AS6,Babble,280.42
AS6,Babble,276.81
AS6,Babble,290.13
AS6,Babble,257.64
AS6,Babble,267.47
AS6,Babble,242.13
AS6,Babble,262.89
AS6,Babble,252.83
AS6,Babble,258.61
AS6,Babble,267.96
AS6,Babble,295.0
AS6,Babble,258.24
AS6,Babble,266.79
AS6,Babble,264.33
AS6,Babble,251.88
AS6,Babble,308.9
AS6,Babble,265.27
AS6,Babble,247.02
AS6,Babble,264.87
AS6,Babble,264.73
AS6,Babble,284.0
AS6,Babble,272.61
AS6,Babble,265.32
AS6,Babble,243.46
AS6,Babble,269.77
AS6,Babble,279.13
AS6,Babble,258.87
AS6,Babble,262.66
AS6,Babble,255.38
AS6,Babble,258.35
AS6,Babble,259.94
AS6,Babble,276.26
AS6,Babble,259.26
AS6,Babble,306.8
AS6,Babble,253.69
AS6,Babble,257.43
AS6,Babble,273.54
AS6,Babble,263.94
AS6,Babble,267.95
AS6,Babble,249.86
AS6,Babble,258.63
AS6,Babble,261.03
AS6,Babble,267.48
AS6,Babble,277.2
AS6,Babble,288.17
AS6,Babble,267.9
AS6,Babble,256.14
AS6,Babble,280.92
AS6,Babble,244.2
AS6,Babble,257.93
AS6,Babble,274.5
AS6,Babble,300.06
AS6,Babble,278.91
AS6,Babble,255.44
AS6,Babble,270.87
AS6,Babble,257.21
AS6,Babble,237.25
AS6,Babble,267.74
AS6,Babble,254.28
AS6,Babble,256.03
AS6,Babble,281.73
AS6,Babble,256.08
AS6,Babble,258.32
AS6,Babble,277.05
AS6,Babble,284.94
AS6,Babble,259.31
AS6,Babble,270.56
AS6,Babble,268.26
AS6,Babble,255.71
AS6,Babble,251.76
AS6,Babble,267.78
AS6,Babble,265.81
AS6,Babble,273.33
AS6,Babble,279.63
AS6,Babble,282.49
AS6,Babble,269.27
AS6,Babble,268.65
AS6,Babble,288.4
AS6,Babble,252.1
AS6,Babble,285.95
AS6,Babble,276.02
AS6,Babble,295.08
AS6,Babble,280.64
AS6,Babble,254.96
AS6,Babble,276.13
AS6,Babble,248.14
AS6,Babble,269.1
AS6,Babble,256.26
AS6,Babble,290.83
