Talker,Category,distance_SSN
AS6,AS,89.26234133791257
AS6,AS,77.55913733181524
AS6,AS,212.0588221209479
AS6,AS,98.61374984889012
AS6,AS,165.00965852199081
AS6,AS,158.16782800066292
AS6,AS,98.15287852401948
AS6,AS,79.20255750290723
AS6,AS,139.7084058845159
AS6,AS,102.21499503737228
AS6,AS,65.68694913052927
AS6,AS,98.60008111798851
AS6,AS,68.57335162418136
AS6,AS,95.10617776358609
AS6,AS,61.69014831597419
AS6,AS,88.28263733629002
AS6,AS,153.64708963995452
AS6,AS,85.39012345443341
AS6,AS,73.13263163691926
AS6,AS,33.39915202430819
AS6,AS,112.27253130331279
AS6,AS,72.39820408549343
AS6,AS,64.01051109526458
AS6,AS,175.35731992618076
AS6,AS,51.974005120447806
AS6,AS,92.48674741516652
AS6,AS,81.12147338202172
AS6,AS,169.73393602679366
AS6,AS,104.45143517695804
AS6,AS,69.60833105910015
AS6,AS,43.09605978715864
AS6,AS,66.71455121063302
AS6,AS,77.1632107011059
AS6,AS,53.96934717113746
AS6,AS,47.3752076314717
AS6,AS,54.58749870367532
AS6,AS,122.26774834770308
AS6,AS,44.61763854628078
AS6,AS,121.43625569519656
AS6,AS,89.26208111523594
AS6,AS,88.32416921603188
AS6,AS,122.64668851214465
AS6,AS,105.73887913296211
AS6,AS,91.99290145950685
AS6,AS,114.10417198318454
AS6,AS,48.7212127802154
AS6,AS,161.5939790515963
AS6,AS,66.8791423072113
C1,C,132.10923478078746
C1,C,100.1994037173488
C1,C,105.18831275013275
C1,C,74.76875975667433
C1,C,296.0609172767804
C1,C,57.16933566776898
C1,C,97.72402041584228
C1,C,75.0212458355404
C1,C,67.42336384668877
C1,C,110.89685480057128
C1,C,57.54933539254192
C1,C,82.4798902940209
C1,C,75.49780415007518
C1,C,93.09646957320086
C1,C,63.387113803791436
C1,C,89.68187277833206
C1,C,115.57437980455119
C1,C,92.45748517523499
C1,C,105.49068920807251
C1,C,111.2884522852404
C1,C,85.56129203156274
C1,C,75.91972368470819
C1,C,122.4933273670933
C1,C,72.22624859054595
C1,C,66.78613478900319
C1,C,74.44844071970175
C1,C,96.98895506736797
C1,C,56.989474026780606
C1,C,47.09005591569353
C1,C,63.92338937713001
C1,C,57.62209673877095
C1,C,98.18220354409274
C1,C,81.66569037463293
C1,C,58.98298022801817
C1,C,153.93066022482583
C1,C,56.08823441993016
C1,C,56.48105008937444
C1,C,69.00682764703406
C1,C,81.50878943471366
C1,C,35.365384773772135
C1,C,88.26641265415384
C1,C,65.70077244063134
C1,C,50.37610513687746
C1,C,69.74701414025235
C1,C,150.33267556354448
C1,C,112.38980765033072
C1,C,109.34831486943106
C1,C,46.45653344506289
C1,C,71.52682481989905
C1,C,56.247750053814116
C1,C,49.346262387276354
C1,C,32.25854410948063
C1,C,28.55144616729718
C1,C,87.53640329337873
C1,C,37.66533431308261
C1,C,49.829159630799865
C1,C,52.87554302651065
C1,C,78.34527580321203
C1,C,70.0180603178102
C1,C,44.96099638204659
C1,C,64.48273375807689
C1,C,75.56149008774555
C1,C,73.64187941041372
C1,C,72.87506925880119
C1,C,71.58115732217794
C1,C,58.35320125247871
C1,C,48.781044278716415
C1,C,106.69036193501962
C1,C,95.71056538531955
C1,C,78.7886869086657
C1,C,71.90837862503011
C1,C,83.2898119959118
C1,C,70.5109446956901
C1,C,39.65193734665052
C1,C,36.28735375235798
C1,C,138.8031247382518
C1,C,83.88104974795286
C1,C,76.31793891190378
C1,C,92.94076535581839
C2,C,60.11399295052993
C2,C,66.42337745006796
C2,C,56.334074731959554
C2,C,59.13577629149691
C2,C,108.3879983012444
C2,C,120.97914312901901
C2,C,54.43647582648855
C2,C,105.17394870402012
C2,C,96.72175659010466
C2,C,114.89585135023232
C2,C,73.74870715765435
C2,C,60.06899826017918
C2,C,56.16057549620348
C2,C,103.19853922496527
C2,C,103.33741621065025
C2,C,99.83281159574098
C2,C,110.1317730915405
C2,C,145.5359400197859
C2,C,77.8192243418113
C2,C,67.88539898696325
C2,C,58.56166406741305
C2,C,50.83461762468045
C2,C,112.85847463160842
C2,C,46.43153680434055
C2,C,107.48694473907258
C2,C,67.35981645548975
C2,C,141.30083564640793
C2,C,74.95558538945066
C2,C,75.300748071316
C2,C,122.70170506591099
C2,C,111.03518816467862
C2,C,40.047542204749114
C2,C,95.0371850347327
C2,C,133.54685358179412
C2,C,157.84092891398566
C2,C,69.06100115798175
C2,C,52.555743767559285
C2,C,38.53307495207579
C2,C,68.10048584766056
C2,C,57.04698018139602
C2,C,55.37276180944768
C2,C,84.36813949546298
C2,C,85.63414230284491
C2,C,145.70865261567965
C2,C,61.467276505191606
C2,C,53.65909755503407
C2,C,167.83553254254215
C2,C,41.289013900104685
C2,C,77.83867339860242
C2,C,69.77173925546325
C2,C,48.92594121582439
C2,C,52.80679032439124
C2,C,49.71777799351055
C2,C,54.885969346975756
C2,C,77.76425476498298
C2,C,63.44998778514515
C2,C,49.40687120528068
C2,C,41.44656657260975
C2,C,57.383434773778085
